date,geo,sessions,leads,bookings,revenue,is_promo_day,is_treatment_geo
2024-01-22,FR,2183,87,11,23985.691070841072,0,1
2024-01-23,FR,2488,95,11,19541.143822109872,0,1
2024-01-24,FR,2907,100,16,31211.9786444174,0,1
2024-01-25,FR,2839,121,16,29114.17484555018,0,1
2024-01-26,FR,2721,96,15,35142.694086128635,0,1
2024-01-27,FR,2635,95,9,15414.173557376114,0,1
2024-01-28,FR,2391,75,13,26713.039724109833,1,1
2024-01-29,FR,2728,89,23,41861.85645502546,0,1
2024-01-30,FR,3098,94,26,51144.23870127458,0,1
2024-01-31,FR,3254,102,14,31210.205899998284,0,1
2024-02-01,FR,3262,112,21,30274.33227113083,0,1
2024-02-02,FR,2443,92,10,18176.325649353577,0,1
2024-02-03,FR,2595,92,13,21372.680183157965,0,1
2024-02-04,FR,2436,85,8,15432.368112230375,0,1
2024-02-05,FR,2710,83,14,27789.45091856943,0,1
2024-02-06,FR,2600,95,17,29327.142558323823,0,1
2024-02-07,FR,2603,112,23,39398.972082976565,0,1
2024-02-08,FR,3097,101,15,28009.672640414836,0,1
2024-02-09,FR,2644,98,6,9376.30718726428,0,1
2024-02-10,FR,2565,90,8,15147.330486547466,0,1
2024-02-11,FR,2553,69,8,13182.842838379334,0,1
2024-02-12,FR,2665,98,20,39669.83421071458,0,1
2024-02-13,FR,2738,87,23,35637.87025864243,0,1
2024-02-14,FR,3035,108,23,38967.97478893315,0,1
2024-02-15,FR,2300,65,10,16560.879885334994,0,1
2024-02-16,FR,2642,103,13,22715.79633594915,0,1
2024-02-17,FR,2451,87,11,23482.629692523024,0,1
2024-02-18,FR,2325,69,11,22019.985908072234,0,1
2024-02-19,FR,2630,67,16,27300.899456162748,0,1
2024-02-20,FR,2851,69,7,11935.422472426148,0,1
2024-02-21,FR,2400,80,12,24090.20171136211,1,1
2024-02-22,FR,3035,122,21,32947.74868898159,0,1
2024-02-23,FR,2175,77,11,19887.500585157624,0,1
2024-02-24,FR,2579,103,17,28488.13953952214,0,1
2024-02-25,FR,2153,89,17,29995.685782884742,0,1
2024-02-26,FR,2247,87,9,17854.54950213187,0,1
2024-02-27,FR,2478,87,17,28229.38033338005,0,1
2024-02-28,FR,2408,81,19,38410.76255787499,0,1
2024-02-29,FR,1896,55,10,23408.49515552933,0,1
2024-03-01,FR,2629,88,16,30914.263271639127,0,1
2024-03-02,FR,2592,92,31,55127.633467095395,0,1
2024-03-03,FR,2286,55,12,24757.924504297105,0,1
2024-03-04,FR,2311,80,13,20428.305541521193,0,1
2024-03-05,FR,2345,74,14,30153.254389572336,0,1
2024-03-06,FR,2089,77,14,22944.811353497502,0,1
2024-03-07,FR,2084,83,17,39547.6195699006,0,1
2024-03-08,FR,2655,103,16,26321.766778284866,0,1
2024-03-09,FR,2644,87,12,23287.967343183856,1,1
2024-03-10,FR,2446,71,16,23780.18273104179,0,1
2024-03-11,FR,2441,78,9,15718.793809851568,0,1
2024-03-12,FR,2616,83,13,20459.385615738105,0,1
2024-03-13,FR,2648,82,8,12053.692869975963,0,1
2024-03-14,FR,2300,73,13,26907.432217855378,0,1
2024-03-15,FR,2495,90,18,27820.094093983516,0,1
2024-03-16,FR,2300,67,11,18034.843187804574,0,1
2024-03-17,FR,2235,83,16,25866.88922029202,0,1
2024-03-18,FR,2629,78,17,34900.923455722645,0,1
2024-03-19,FR,2829,94,11,22254.208968388597,0,1
2024-03-20,FR,1949,59,13,27111.004478206964,0,1
2024-03-21,FR,2427,94,15,24441.238799887225,0,1
2024-03-22,FR,2370,83,13,27373.193567545535,0,1
2024-03-23,FR,2667,107,14,22792.026322869486,0,1
2024-03-24,FR,1995,71,18,29449.379642078315,0,1
2024-03-25,FR,1747,59,5,8236.615445126678,1,1
2024-03-26,FR,2636,70,10,16547.99735083461,0,1
2024-03-27,FR,2729,88,12,21271.135604392202,0,1
2024-03-28,FR,2096,75,8,12966.143614527682,0,1
2024-03-29,FR,2431,95,17,31335.5584433894,0,1
2024-03-30,FR,2790,91,14,18355.89260088803,0,1
2024-03-31,FR,2089,80,8,14748.08560959584,0,1
2024-04-01,FR,2402,74,14,22040.59072573133,0,1
2024-04-02,FR,2582,107,14,23188.04860921112,0,1
2024-04-03,FR,2173,65,10,16616.612906148912,0,1
2024-04-04,FR,2396,86,10,20113.235571528523,0,1
2024-04-05,FR,2105,60,15,28634.147792337593,0,1
2024-04-06,FR,2387,85,17,29956.71016784575,0,1
2024-04-07,FR,2180,65,6,9902.286468867711,0,1
2024-04-08,FR,2464,61,8,15810.468418592309,0,1
2024-04-09,FR,2656,81,16,35720.04333879129,0,1
2024-04-10,FR,2927,86,16,28716.775891485348,0,1
2024-04-11,FR,3256,100,15,22309.65127924883,0,1
2024-04-12,FR,2590,96,12,19882.95664529101,0,1
2024-04-13,FR,2394,85,11,21218.262275239827,0,1
2024-04-14,FR,2317,87,12,20536.833128818158,0,1
2024-04-15,FR,2235,62,10,16290.449660603796,0,1
2024-04-16,FR,2660,78,12,19458.822479671064,0,1
2024-04-17,FR,2476,79,15,27422.014342202605,0,1
2024-04-18,FR,2775,81,16,24082.424467335888,0,1
2024-04-19,FR,2363,88,17,30651.618114863806,0,1
2024-04-20,FR,2413,71,9,16480.349644614736,0,1
2024-04-21,FR,2571,77,9,15461.090795473083,0,1
2024-04-22,FR,2491,90,19,30419.245040084927,0,1
2024-04-23,FR,2152,73,10,20518.504178624516,0,1
2024-04-24,FR,2664,89,15,23229.48190107835,0,1
2024-04-25,FR,2496,89,16,29707.87666661551,0,1
2024-04-26,FR,2998,111,19,37738.20456047422,0,1
2024-04-27,FR,2862,114,13,24138.637221102137,0,1
2024-04-28,FR,2014,68,9,19020.88878993272,0,1
2024-04-29,FR,2810,101,13,20699.978279522707,0,1
2024-04-30,FR,2789,94,15,24914.43455423072,0,1
2024-05-01,FR,2368,93,14,24213.45080780356,0,1
2024-05-02,FR,3041,109,26,70604.04380073857,0,1
2024-05-03,FR,2415,91,15,29195.59424755835,0,1
2024-05-04,FR,3002,118,22,43834.222841679795,1,1
2024-05-05,FR,2446,84,14,27781.87935509022,0,1
2024-05-06,FR,2298,82,17,31518.209168572394,0,1
2024-05-07,FR,3422,111,12,25021.01835016141,0,1
2024-05-08,FR,2429,94,12,17643.096569893252,0,1
2024-05-09,FR,2653,96,16,30469.043527108097,0,1
2024-05-10,FR,2667,91,18,34941.24053135029,0,1
2024-05-11,FR,2644,101,19,39631.49867977599,0,1
2024-05-12,FR,2893,95,8,12868.175664804889,0,1
2024-05-13,FR,2782,101,13,21118.696865023754,0,1
2024-05-14,FR,3166,92,10,16386.437893479248,0,1
2024-05-15,FR,3045,122,30,59210.34153280317,1,1
2024-05-16,FR,2518,105,18,35626.137368468066,0,1
2024-05-17,FR,3101,81,19,31496.87344737298,0,1
2024-05-18,FR,2933,90,13,30423.24413191409,0,1
2024-05-19,FR,2625,86,13,25052.83836796472,0,1
2024-05-20,FR,3526,119,21,39735.25820178665,0,1
2024-05-21,FR,3153,101,19,34587.19394152387,0,1
2024-05-22,FR,3340,108,20,41783.78250700547,0,1
2024-05-23,FR,3401,117,18,35282.726787785505,0,1
2024-05-24,FR,2917,95,17,39942.94072984291,0,1
2024-05-25,FR,3164,108,18,29175.87298782436,0,1
2024-05-26,FR,2990,105,14,21832.885877142846,0,1
2024-05-27,FR,2810,88,17,29236.869530630745,0,1
2024-05-28,FR,2723,78,16,32175.91931101943,0,1
2024-05-29,FR,3161,105,23,41163.85497703378,1,1
2024-05-30,FR,3393,125,27,59323.952554920004,0,1
2024-05-31,FR,3161,118,14,25221.697784606487,0,1
2024-06-01,FR,3025,108,17,36603.475605771266,0,1
2024-06-02,FR,3013,101,17,29132.495884183056,0,1
2024-06-03,FR,2996,97,13,28402.69070987025,0,1
2024-06-04,FR,3727,117,20,44738.69571846627,0,1
2024-06-05,FR,3361,144,28,49723.71760600419,0,1
2024-06-06,FR,3162,103,14,28250.285788933725,0,1
2024-06-07,FR,2733,104,13,25575.220445735642,0,1
2024-06-08,FR,3134,115,23,46679.27810365588,0,1
2024-06-09,FR,2943,95,17,37879.18423794961,0,1
2024-06-10,FR,3007,101,11,23641.25066497688,0,1
2024-06-11,FR,3638,141,20,40731.271157308554,0,1
2024-06-12,FR,3420,109,23,47745.73482285992,1,1
2024-06-13,FR,2910,102,19,31318.707191611047,0,1
2024-06-14,FR,3612,115,11,21038.068376844723,0,1
2024-06-15,FR,2829,87,18,30350.097698351925,0,1
2024-06-16,FR,3464,108,16,30761.91352204243,0,1
2024-06-17,FR,3161,117,20,44118.33982169949,0,1
2024-06-18,FR,3462,111,15,28950.492353371228,0,1
2024-06-19,FR,3507,119,23,32932.58355345891,0,1
2024-06-20,FR,3515,103,20,34158.421919936176,0,1
2024-06-21,FR,3592,110,22,45737.445125464874,0,1
2024-06-22,FR,3462,123,19,34575.25928172494,0,1
2024-06-23,FR,4036,144,24,51251.95874586916,0,1
2024-06-24,FR,3511,137,24,40409.69551124144,1,1
2024-06-25,FR,3642,128,23,46918.87698195427,0,1
2024-06-26,FR,3391,117,25,51370.45130851974,0,1
2024-06-27,FR,3836,125,12,25771.74876050407,0,1
2024-06-28,FR,3286,122,22,39774.52374912378,0,1
2024-06-29,FR,3985,151,28,60208.23143622806,0,1
2024-06-30,FR,2985,89,10,23490.970803363496,0,1
2024-07-01,FR,3263,106,11,16438.475280684863,0,1
2024-07-02,FR,3121,92,16,31640.82795182338,0,1
2024-07-03,FR,3923,129,18,28515.878286711984,0,1
2024-07-04,FR,3657,125,24,42643.3286786009,0,1
2024-07-05,FR,4027,122,14,25149.8259932315,0,1
2024-07-06,FR,3327,116,25,48974.45445033265,0,1
2024-07-07,FR,3770,125,24,49646.23955297115,0,1
2024-07-08,FR,3883,122,17,37507.23533172651,0,1
2024-07-09,FR,3872,134,20,40906.44029589148,0,1
2024-07-10,FR,3893,137,23,49468.87146915495,0,1
2024-07-11,FR,3989,149,30,52348.53480228051,0,1
2024-07-12,FR,3539,117,15,33856.082357815896,0,1
2024-07-13,FR,3395,122,16,21444.59623582137,0,1
2024-07-14,FR,3889,129,23,55046.77461609044,0,1
2024-07-15,FR,3637,108,22,51587.81515413116,0,1
2024-07-16,FR,4084,140,22,48072.50943753765,0,1
2024-07-17,FR,4665,131,17,44408.124303159864,0,1
2024-07-18,FR,3868,123,23,37070.80371410497,0,1
2024-07-19,FR,3756,137,19,41796.5188490393,0,1
2024-07-20,FR,3764,127,27,55032.82556347638,0,1
2024-07-21,FR,3801,153,28,57881.654279018854,0,1
2024-07-22,FR,4124,135,19,33205.96543170062,0,1
2024-07-23,FR,3998,147,19,40074.314649846856,1,1
2024-07-24,FR,5050,168,17,35689.61993347365,0,1
2024-07-25,FR,4335,141,24,44530.981920331375,0,1
2024-07-26,FR,4425,157,24,48021.80336290083,0,1
2024-07-27,FR,3973,150,21,36218.67143563467,0,1
2024-07-28,FR,4296,147,28,53973.00324654331,0,1
2024-07-29,FR,3895,127,21,47677.92209789523,0,1
2024-07-30,FR,3852,122,24,54669.44013424034,0,1
2024-07-31,FR,4600,147,25,55565.70197131649,0,1
2024-08-01,FR,4231,137,24,54632.21137379093,0,1
2024-08-02,FR,4292,142,24,54765.22017720199,0,1
2024-08-03,FR,4501,147,21,39501.148392442105,0,1
2024-08-04,FR,4026,125,18,38129.26899509684,0,1
2024-08-05,FR,4004,146,21,48696.98992780651,0,1
2024-08-06,FR,3979,168,26,44881.734781134284,0,1
2024-08-07,FR,4773,178,30,51791.47894487469,0,1
2024-08-08,FR,4199,166,25,42906.9197149968,0,1
2024-08-09,FR,4253,153,29,47790.09859772518,0,1
2024-08-10,FR,4284,141,23,41426.49712558,0,1
2024-08-11,FR,4166,124,20,38394.65896611463,0,1
2024-08-12,FR,4585,148,24,58878.444148638155,0,1
2024-08-13,FR,4248,151,18,34970.491364445494,0,1
2024-08-14,FR,5016,205,30,51240.52364105027,1,1
2024-08-15,FR,4315,129,14,29281.2774379259,0,1
2024-08-16,FR,4514,153,29,58160.22295919158,0,1
2024-08-17,FR,4157,146,35,65410.91529970197,0,1
2024-08-18,FR,5076,164,33,63160.20890562285,0,1
2024-08-19,FR,4065,142,16,37375.430091179696,0,1
2024-08-20,FR,4234,162,27,46879.77611221253,0,1
2024-08-21,FR,4490,153,22,37063.366080817745,0,1
2024-08-22,FR,4372,140,17,37011.82422169086,0,1
2024-08-23,FR,4555,162,33,63139.16784169835,0,1
2024-08-24,FR,4856,169,26,64544.80184094924,0,1
2024-08-25,FR,4236,137,21,42498.68014552472,0,1
2024-08-26,FR,4346,172,28,57058.492270376555,1,1
2024-08-27,FR,4302,130,29,65761.22393525159,0,1
2024-08-28,FR,4273,142,24,40534.56366658599,0,1
2024-08-29,FR,4588,159,24,51610.10744284492,0,1
2024-08-30,FR,4468,140,19,37565.71769744782,0,1
2024-08-31,FR,4882,152,28,65451.0627308679,0,1
2024-09-01,FR,3833,117,25,47821.67038030455,0,1
2024-09-02,FR,4985,164,24,50693.83034679082,0,1
2024-09-03,FR,4380,166,30,59438.91909559313,0,1
2024-09-04,FR,4604,166,32,69573.76358739517,0,1
2024-09-05,FR,4121,123,19,38155.1811447118,0,1
2024-09-06,FR,4762,187,31,66225.21067110183,0,1
2024-09-07,FR,3975,132,21,53663.0482173868,0,1
2024-09-08,FR,4412,144,23,46025.07202638055,0,1
2024-09-09,FR,4461,178,41,89129.41867435102,0,1
2024-09-10,FR,4330,153,20,54513.74539186496,0,1
2024-09-11,FR,3712,128,16,34738.642978186544,0,1
2024-09-12,FR,5722,194,28,43323.77456111526,0,1
2024-09-13,FR,4073,139,18,34436.44376224544,0,1
2024-09-14,FR,4518,161,25,44844.36328212453,0,1
2024-09-15,FR,3968,129,17,39357.144628433394,0,1
2024-09-16,FR,4838,152,30,61485.671977612954,0,1
2024-09-17,FR,4322,113,25,58872.81641273317,0,1
2024-09-18,FR,4245,135,11,24536.450571897534,0,1
2024-09-19,FR,4905,167,30,66881.34119217146,0,1
2024-09-20,FR,3993,127,34,60847.66126434361,0,1
2024-09-21,FR,4225,150,20,44038.54056296264,0,1
2024-09-22,FR,4578,176,36,87897.4665199592,0,1
2024-09-23,FR,5069,178,29,50511.50397960459,0,1
2024-09-24,FR,4078,115,18,35900.347054900565,0,1
2024-09-25,FR,4304,174,40,86461.3627306651,0,1
2024-09-26,FR,4783,194,35,73349.33253267972,1,1
2024-09-27,FR,3709,119,19,46747.85662423442,0,1
2024-09-28,FR,5036,192,27,61007.22811771311,0,1
2024-09-29,FR,3858,139,19,41292.477958129595,0,1
2024-09-30,FR,4162,164,23,52503.12421403325,0,1
2024-10-01,FR,4595,169,35,79365.61780551734,0,1
2024-10-02,FR,4583,174,35,72747.55267904626,0,1
2024-10-03,FR,4177,146,22,43592.267198054775,0,1
2024-10-04,FR,5357,181,35,81473.53490336116,0,1
2024-10-05,FR,3382,114,23,43470.19637815864,0,1
2024-10-06,FR,3792,139,32,65526.30557258319,0,1
2024-10-07,FR,4057,154,37,66494.42814710985,1,1
2024-10-08,FR,4046,150,25,56333.25464659846,0,1
2024-10-09,FR,5118,171,20,47838.17041831309,0,1
2024-10-10,FR,3870,122,16,29490.65619788205,0,1
2024-10-11,FR,5231,157,20,40469.7203582227,0,1
2024-10-12,FR,4222,154,25,48622.44156052127,0,1
2024-10-13,FR,3671,149,30,70285.04482368288,1,1
2024-10-14,FR,3474,112,22,53671.826008798846,0,1
2024-10-15,FR,4314,155,26,50495.42379898534,0,1
2024-10-16,FR,4183,139,21,29794.05028934609,0,1
2024-10-17,FR,4630,144,11,25955.678314304903,0,1
2024-10-18,FR,4234,143,28,57811.54864207194,0,1
2024-10-19,FR,4725,159,20,41288.13271539482,0,1
2024-10-20,FR,4100,129,25,57562.30503280755,0,1
2024-10-21,FR,4060,115,24,47090.844087247395,0,1
2024-10-22,FR,4800,156,20,37983.396024436806,0,1
2024-10-23,FR,4532,167,28,54920.970372027296,0,1
2024-10-24,FR,4823,162,27,58569.364898553344,0,1
2024-10-25,FR,4902,170,32,72688.88581233584,0,1
2024-10-26,FR,4112,147,19,47213.00312948505,0,1
2024-10-27,FR,4115,129,13,27850.960087795433,0,1
2024-10-28,FR,4541,189,28,56126.23957149178,0,1
2024-10-29,FR,3357,109,19,43067.26474304892,0,1
2024-10-30,FR,4317,164,30,54371.47350519315,0,1
2024-10-31,FR,4295,164,23,55490.45366270054,0,1
2024-11-01,FR,4462,122,14,29194.93525780131,0,1
2024-11-02,FR,3843,115,15,29646.63436730195,0,1
2024-11-03,FR,4496,141,20,36142.3667778315,0,1
2024-11-04,FR,3809,134,27,59033.72679118965,0,1
2024-11-05,FR,4024,110,15,29386.829375367797,0,1
2024-11-06,FR,4007,136,14,28023.2451691759,0,1
2024-11-07,FR,4876,171,28,46342.676866986054,0,1
2024-11-08,FR,3424,99,22,42198.56389212623,0,1
2024-11-09,FR,4884,168,20,37717.14532746552,0,1
2024-11-10,FR,4580,176,31,65753.27387936256,0,1
2024-11-11,FR,3800,133,22,42935.972740377205,0,1
2024-11-12,FR,4577,155,19,27839.338325108016,0,1
2024-11-13,FR,4253,154,23,44020.81289898977,0,1
2024-11-14,FR,4985,179,43,72583.10501627352,0,1
2024-11-15,FR,4547,150,25,44296.90100634009,0,1
2024-11-16,FR,4986,171,25,56579.47266386058,0,1
2024-11-17,FR,3314,125,17,27826.297518645748,0,1
2024-11-18,FR,4019,148,22,45651.402915598126,0,1
2024-11-19,FR,3409,107,17,32013.226975933714,0,1
2024-11-20,FR,3911,124,14,25740.844566252803,0,1
2024-11-21,FR,5195,158,22,39087.79215088248,0,1
2024-11-22,FR,4256,137,34,70547.94593900052,0,1
2024-11-23,FR,4343,162,31,65153.26167258465,0,1
2024-11-24,FR,4013,127,18,29186.10583885393,0,1
2024-11-25,FR,4062,150,18,41191.38259659977,0,1
2024-11-26,FR,3790,159,32,55295.541803115746,0,1
2024-11-27,FR,3788,136,26,54250.48549313116,0,1
2024-11-28,FR,3881,125,24,41465.267471115774,0,1
2024-11-29,FR,3059,127,22,41436.87927038173,0,1
2024-11-30,FR,3869,120,15,25599.39261017906,0,1
2024-12-01,FR,3876,142,18,33606.29038840576,0,1
2024-12-02,FR,3628,126,18,34949.83128598838,0,1
2024-12-03,FR,3924,141,30,51979.67139548892,0,1
2024-12-04,FR,4271,159,31,64023.25881911108,0,1
2024-12-05,FR,4471,149,35,73428.11328682,0,1
2024-12-06,FR,3563,114,22,60537.92118531757,0,1
2024-12-07,FR,3603,121,17,37794.399846698936,0,1
2024-12-08,FR,4082,153,25,57256.38416796036,0,1
2024-12-09,FR,4098,145,26,41815.60190477616,0,1
2024-12-10,FR,4552,187,32,50304.46368154125,0,1
2024-12-11,FR,4620,160,22,42209.14059267982,0,1
2024-12-12,FR,5209,170,31,76357.16653159875,0,1
2024-12-13,FR,3895,122,19,50808.86927219708,0,1
2024-12-14,FR,4556,163,21,38409.75309397107,0,1
2024-12-15,FR,3437,110,10,18504.1677782194,0,1
2024-12-16,FR,4875,169,38,80474.71330394631,0,1
2024-12-17,FR,4125,125,23,44527.83039055987,0,1
2024-12-18,FR,4229,143,25,48499.952747067066,0,1
2024-12-19,FR,4448,173,34,72584.59420306305,0,1
2024-12-20,FR,3437,112,16,43789.0334577996,0,1
2024-12-21,FR,3415,125,21,48452.10266971462,0,1
2024-12-22,FR,3713,123,27,66556.79665719857,0,1
2024-12-23,FR,3853,129,31,48856.48132959662,0,1
2024-12-24,FR,4690,160,28,62521.38938169527,0,1
2024-12-25,FR,3506,119,26,45442.606597641054,0,1
2024-12-26,FR,4506,143,21,50195.60417445484,0,1
2024-12-27,FR,3661,134,22,50498.66189722938,0,1
2024-12-28,FR,3521,127,16,33474.44239394633,0,1
2024-12-29,FR,3426,123,17,30188.035991585228,0,1
2024-12-30,FR,3417,107,27,49340.85648262329,0,1
2024-12-31,FR,3775,144,27,49700.930927266934,0,1
2024-01-01,ES,2016,53,8,17432.7642055014,0,0
2024-01-02,ES,1993,52,3,7151.419452545823,0,0
2024-01-03,ES,2239,93,11,21111.464797357345,0,0
2024-01-04,ES,2293,63,12,22395.353940531044,0,0
2024-01-05,ES,1751,48,5,10871.4077183611,0,0
2024-01-06,ES,1932,74,12,24878.28137238424,0,0
2024-01-07,ES,1863,61,10,21313.27588638044,0,0
2024-01-08,ES,1789,60,8,16429.758344943664,0,0
2024-01-09,ES,2035,43,11,30941.268264939274,0,0
2024-01-10,ES,1973,70,11,22562.901671374406,0,0
2024-01-11,ES,1782,52,11,25553.854808837434,0,0
2024-01-12,ES,1817,60,11,25319.1108887347,0,0
2024-01-13,ES,1721,47,6,10584.147334568255,0,0
2024-01-14,ES,1600,56,11,28301.545623957478,0,0
2024-01-15,ES,1733,55,11,25557.162686389114,0,0
2024-01-16,ES,1574,39,8,17549.945683353126,0,0
2024-01-17,ES,1906,54,5,12206.430190862984,0,0
2024-01-18,ES,2103,71,11,23492.046049236713,0,0
2024-01-19,ES,1793,50,13,31005.32884885177,0,0
2024-01-20,ES,1896,58,9,15399.632198346826,0,0
2024-01-21,ES,1692,53,14,33060.02973527042,0,0
2024-01-22,ES,1528,53,9,19674.726613486786,0,0
2024-01-23,ES,2121,65,7,15314.76683245892,0,0
2024-01-24,ES,1383,48,7,13501.007482613706,0,0
2024-01-25,ES,1772,62,11,22839.91118333547,0,0
2024-01-26,ES,1602,46,6,12401.487388015827,0,0
2024-01-27,ES,1959,54,8,14843.302522004109,0,0
2024-01-28,ES,1651,61,11,24402.29878174348,1,0
2024-01-29,ES,2120,61,10,25639.901924821024,0,0
2024-01-30,ES,1690,51,8,14306.037140059565,0,0
2024-01-31,ES,1584,43,11,24718.32699932497,0,0
2024-02-01,ES,1449,56,9,18113.046170976293,0,0
2024-02-02,ES,1876,56,6,11897.944588906334,0,0
2024-02-03,ES,1495,44,8,17054.243063215905,0,0
2024-02-04,ES,1506,59,13,27738.226404857112,0,0
2024-02-05,ES,1805,64,4,8624.691638507204,0,0
2024-02-06,ES,1820,64,9,16557.049925052706,0,0
2024-02-07,ES,1565,50,13,31192.13190226376,0,0
2024-02-08,ES,1599,69,11,23364.286071445822,0,0
2024-02-09,ES,1372,42,8,18055.41500581153,0,0
2024-02-10,ES,1289,39,4,9717.970041044917,0,0
2024-02-11,ES,1652,55,6,9997.737143910485,0,0
2024-02-12,ES,1699,48,1,2261.458665927173,0,0
2024-02-13,ES,1656,44,9,18487.908834567283,0,0
2024-02-14,ES,1654,44,7,16560.614826237837,0,0
2024-02-15,ES,1523,44,3,5700.653706783248,0,0
2024-02-16,ES,1851,54,10,23388.647319393996,0,0
2024-02-17,ES,1295,34,7,12884.79982833578,0,0
2024-02-18,ES,1429,39,11,24100.532404893413,0,0
2024-02-19,ES,1548,39,4,8635.073933132733,0,0
2024-02-20,ES,1565,50,12,24558.46955335348,0,0
2024-02-21,ES,1591,51,5,9205.328787756633,1,0
2024-02-22,ES,1521,49,9,17932.058142249512,0,0
2024-02-23,ES,1655,56,4,9300.634126353601,0,0
2024-02-24,ES,1345,54,9,22382.008855001637,0,0
2024-02-25,ES,1450,52,10,26286.647630205996,0,0
2024-02-26,ES,1564,39,8,17710.040454025533,0,0
2024-02-27,ES,1489,54,11,23548.461565435005,0,0
2024-02-28,ES,1567,48,8,17528.8356739026,0,0
2024-02-29,ES,1612,56,12,31388.020958489575,0,0
2024-03-01,ES,1296,38,9,19873.37729409856,0,0
2024-03-02,ES,1268,31,5,10477.08513337798,0,0
2024-03-03,ES,1471,49,6,12032.84091225632,0,0
2024-03-04,ES,1392,40,0,0.0,0,0
2024-03-05,ES,1440,44,6,13018.456255833911,0,0
2024-03-06,ES,1640,59,10,18922.447774700096,0,0
2024-03-07,ES,1415,42,7,13442.110402200267,0,0
2024-03-08,ES,1203,32,7,14377.256526591256,0,0
2024-03-09,ES,1753,66,7,13719.802140542239,1,0
2024-03-10,ES,1625,51,5,11111.305874378673,0,0
2024-03-11,ES,1655,45,8,17940.64983672174,0,0
2024-03-12,ES,1351,48,7,14939.390248154667,0,0
2024-03-13,ES,1528,31,3,6578.752344904602,0,0
2024-03-14,ES,1369,47,9,18871.646181146454,0,0
2024-03-15,ES,1516,55,5,6557.4004397513045,0,0
2024-03-16,ES,1430,58,11,20469.67045615849,0,0
2024-03-17,ES,1290,35,3,6750.358745136134,0,0
2024-03-18,ES,1542,43,6,11214.14300702106,0,0
2024-03-19,ES,1472,43,4,9161.539396099033,0,0
2024-03-20,ES,1830,64,9,20753.37539260991,0,0
2024-03-21,ES,1569,60,8,16018.00659471521,0,0
2024-03-22,ES,1184,35,5,9628.903330545003,0,0
2024-03-23,ES,1238,28,7,14488.374835494353,0,0
2024-03-24,ES,1777,55,8,16453.82118459494,0,0
2024-03-25,ES,1420,45,5,11147.453980092909,1,0
2024-03-26,ES,1554,39,4,6246.693735857862,0,0
2024-03-27,ES,1550,57,10,18941.76924633048,0,0
2024-03-28,ES,1804,55,4,7329.329488764963,0,0
2024-03-29,ES,1271,30,3,4589.268777882409,0,0
2024-03-30,ES,1709,57,6,11704.07320205091,0,0
2024-03-31,ES,1649,36,1,1729.5762607449876,0,0
2024-04-01,ES,1487,55,7,13839.625818494762,0,0
2024-04-02,ES,1598,54,4,7816.066990355429,0,0
2024-04-03,ES,1509,36,3,6565.318278711141,0,0
2024-04-04,ES,1338,43,6,12071.964749716022,0,0
2024-04-05,ES,1651,42,5,8465.456101929898,0,0
2024-04-06,ES,1554,51,5,10815.296966958453,0,0
2024-04-07,ES,1514,47,6,16651.736335250018,0,0
2024-04-08,ES,1583,43,5,11813.781958957461,0,0
2024-04-09,ES,1466,39,9,20287.904572413696,0,0
2024-04-10,ES,1848,52,8,16244.802372112968,0,0
2024-04-11,ES,1613,45,6,11765.270322000195,0,0
2024-04-12,ES,1674,57,10,19456.646606913684,0,0
2024-04-13,ES,1503,52,7,15001.97972046331,0,0
2024-04-14,ES,1669,47,4,7271.445579158748,0,0
2024-04-15,ES,1554,49,7,14983.104605297407,0,0
2024-04-16,ES,1576,44,8,15409.670704628823,0,0
2024-04-17,ES,1834,67,10,16990.885615190808,0,0
2024-04-18,ES,1386,42,7,13478.12372930137,0,0
2024-04-19,ES,1576,36,5,12142.922211605895,0,0
2024-04-20,ES,1486,46,5,10632.394853504808,0,0
2024-04-21,ES,1597,40,6,8199.205363687677,0,0
2024-04-22,ES,1626,51,4,7727.402486190416,0,0
2024-04-23,ES,1627,63,4,9344.1747584138,0,0
2024-04-24,ES,1552,49,14,28334.86226244201,0,0
2024-04-25,ES,1686,54,11,24590.991828480524,0,0
2024-04-26,ES,1719,52,3,6011.141026016415,0,0
2024-04-27,ES,1594,40,9,19347.443915383377,0,0
2024-04-28,ES,1767,63,11,23248.394933632815,0,0
2024-04-29,ES,1723,53,5,9746.382190364327,0,0
2024-04-30,ES,1679,61,11,24836.483757398382,0,0
2024-05-01,ES,1357,45,15,38037.32283656271,0,0
2024-05-02,ES,1703,44,10,22117.81902980201,0,0
2024-05-03,ES,1826,51,15,32107.5302841475,0,0
2024-05-04,ES,1627,58,8,15298.65396462206,1,0
2024-05-05,ES,1681,42,5,11851.826346805348,0,0
2024-05-06,ES,1634,57,7,13957.421566421617,0,0
2024-05-07,ES,1770,53,5,11349.019047279287,0,0
2024-05-08,ES,2038,51,6,13965.2431440276,0,0
2024-05-09,ES,1944,56,13,31120.593368933172,0,0
2024-05-10,ES,1556,38,6,14410.233000453029,0,0
2024-05-11,ES,1465,46,4,9575.145840019703,0,0
2024-05-12,ES,1762,65,9,16510.710212416005,0,0
2024-05-13,ES,1943,65,6,11556.685070590329,0,0
2024-05-14,ES,1515,53,11,19942.76920081472,0,0
2024-05-15,ES,1795,59,8,14402.724986214751,1,0
