date,geo,channel,spend,impressions,clicks,is_treatment_geo
2024-10-28,DE,video,1262.7276209898607,138691,1354,1
2024-10-29,DE,video,1760.7390370908456,193389,1888,1
2024-10-30,DE,video,1643.3034084724543,180491,1762,1
2024-10-31,DE,video,1098.5689593448694,120660,1178,1
2024-11-01,DE,video,1320.4236742698927,145028,1416,1
2024-11-02,DE,video,1849.5556603705768,203145,1983,1
2024-11-03,DE,video,980.2500784072882,107665,1051,1
2024-11-04,DE,video,1367.2701569596766,150173,1466,1
2024-11-05,DE,video,1315.3395340487587,144469,1410,1
2024-11-06,DE,video,1382.511633364145,151847,1482,1
2024-11-07,DE,video,858.1771767938703,94257,920,1
2024-11-08,DE,video,1886.4381470358244,207195,2022,1
2024-11-09,DE,video,980.9863267976085,107746,1052,1
2024-11-10,DE,video,1648.9438457553144,181110,1768,1
2024-11-11,DE,video,1103.1657677683804,121165,1183,1
2024-11-12,DE,video,1165.3698682550491,127997,1249,1
2024-11-13,DE,video,1976.282952528042,217064,2119,1
2024-11-14,DE,video,1789.4836635986994,196547,1919,1
2024-11-15,DE,video,1347.300990878251,147980,1444,1
2024-11-16,DE,video,1507.9391671044805,165623,1617,1
2024-11-17,DE,video,1141.1540322618325,125338,1223,1
2024-11-18,DE,video,1309.737232959362,143854,1404,1
2024-11-19,DE,video,1153.643266814202,126709,1237,1
2024-11-20,DE,video,1812.453512872194,199069,1943,1
2024-11-21,DE,video,1115.7018853487361,122542,1196,1
2024-11-22,DE,video,1926.1451040095596,211557,2065,1
2024-11-23,DE,video,1115.372252101054,122506,1196,1
2024-11-24,DE,video,1244.3051177737495,136667,1334,1
2024-11-25,DE,video,1623.5470830750344,178321,1741,1
2024-11-26,DE,video,1397.747287879055,153520,1498,1
2024-11-27,DE,video,1294.50572860734,142181,1388,1
2024-11-28,DE,video,1343.4391659742819,147555,1440,1
2024-11-29,DE,video,1632.2280976955274,179274,1750,1
2024-11-30,DE,video,1012.0957211527839,111163,1085,1
2024-12-01,DE,video,1194.2142954636288,131165,1280,1
2024-12-02,DE,video,1316.5961751904347,144607,1411,1
2024-12-03,DE,video,1768.7333649496725,194267,1896,1
2024-12-04,DE,video,1368.3239118747767,150289,1467,1
2024-12-05,DE,video,2247.8252194088427,246888,2410,1
2024-12-06,DE,video,1216.3396619051898,133596,1304,1
2024-12-07,DE,video,1140.0479876570191,125216,1222,1
2024-12-08,DE,video,1179.3292489766534,129531,1264,1
2024-12-09,DE,video,908.0188572526807,99731,973,1
2024-12-10,DE,video,1038.6235277984533,114076,1113,1
2024-12-11,DE,video,1212.8300881344778,133210,1300,1
2024-12-12,DE,video,1862.0383799403496,204516,1996,1
2024-12-13,DE,video,1259.1055361205026,138293,1350,1
2024-12-14,DE,video,1063.878722295056,116850,1140,1
2024-12-15,DE,video,1744.1451785619527,191567,1870,1
2024-12-16,DE,video,2026.8828368413276,222621,2173,1
2024-12-17,DE,video,1973.2598309331634,216732,2116,1
2024-12-18,DE,video,1108.134614656148,121711,1188,1
2024-12-19,DE,video,1179.3575246016815,129534,1264,1
2024-12-20,DE,video,2111.7626401010307,231944,2264,1
2024-12-21,DE,video,1303.6146271110722,143181,1397,1
2024-12-22,DE,video,1147.8599086630254,126074,1230,1
2024-12-23,DE,video,1605.2939664857988,176316,1721,1
2024-12-24,DE,video,1840.842894385532,202188,1974,1
2024-12-25,DE,video,1199.0593731178353,131698,1285,1
2024-12-26,DE,video,1440.6330306250625,158231,1544,1
2024-12-27,DE,video,1647.2606447175206,180926,1766,1
2024-12-28,DE,video,880.5059212829447,96709,944,1
2024-12-29,DE,video,1241.4642949161014,136355,1331,1
2024-12-30,DE,video,960.9243093208604,105542,1030,1
2024-12-31,DE,video,1054.1948323912216,115786,1130,1
2024-01-01,DE,display,721.4545048006381,110572,696,1
2024-01-02,DE,display,545.4956514072587,83604,526,1
2024-01-03,DE,display,859.4328967033053,131718,829,1
2024-01-04,DE,display,1007.3640041983983,154391,971,1
2024-01-05,DE,display,673.2820374403653,103188,649,1
2024-01-06,DE,display,623.6221345513011,95577,601,1
2024-01-07,DE,display,744.01612761437,114029,717,1
2024-01-08,DE,display,402.97019637707075,61760,388,1
2024-01-09,DE,display,874.0637253065654,133961,843,1
2024-01-10,DE,display,1816.6253822245978,278420,1752,1
2024-01-11,DE,display,709.0702933836794,108673,684,1
2024-01-12,DE,display,665.798078304919,102041,642,1
2024-01-13,DE,display,812.8091299669654,124573,784,1
2024-01-14,DE,display,1062.3009687206165,162811,1024,1
2024-01-15,DE,display,934.3256494359114,143197,901,1
2024-01-16,DE,display,411.2800919826157,63033,396,1
2024-01-17,DE,display,892.4402127075641,136777,861,1
2024-01-18,DE,display,1507.856596072178,231098,1454,1
2024-01-19,DE,display,819.4430821219546,125590,790,1
2024-01-20,DE,display,477.7071146092181,73214,460,1
2024-01-21,DE,display,725.1740590123106,111142,699,1
2024-01-22,DE,display,496.8268682123636,76145,479,1
2024-01-23,DE,display,1062.1276904423075,162784,1024,1
2024-01-24,DE,display,583.2178129258162,89385,562,1
2024-01-25,DE,display,749.2646250925334,114834,722,1
2024-01-26,DE,display,541.4025286387564,82976,522,1
2024-01-27,DE,display,566.3888709017026,86806,546,1
2024-01-28,DE,display,1015.9928527712991,155713,980,1
2024-01-29,DE,display,732.0157632731888,112190,706,1
2024-01-30,DE,display,643.0790813366176,98560,620,1
2024-01-31,DE,display,553.1028758246667,84770,533,1
2024-02-01,DE,display,434.51375085569777,66594,419,1
2024-02-02,DE,display,484.9194869635392,74320,467,1
2024-02-03,DE,display,681.0494634548842,104379,657,1
2024-02-04,DE,display,881.7996427981789,135146,850,1
2024-02-05,DE,display,607.8545486834258,93161,586,1
2024-02-06,DE,display,1167.4726995675078,178929,1126,1
2024-02-07,DE,display,623.4744151759064,95555,601,1
2024-02-08,DE,display,686.5374154900242,105220,662,1
2024-02-09,DE,display,508.8025208874843,77980,490,1
2024-02-10,DE,display,871.0502218224906,133499,840,1
2024-02-11,DE,display,1205.684078122904,184786,1163,1
2024-02-12,DE,display,434.20869953559463,66547,418,1
2024-02-13,DE,display,682.6068135491943,104618,658,1
2024-02-14,DE,display,1086.0974239796242,166458,1047,1
2024-02-15,DE,display,489.3897769948312,75005,472,1
2024-02-16,DE,display,806.7492830434976,123644,778,1
2024-02-17,DE,display,929.1763657548006,142408,896,1
2024-02-18,DE,display,684.9894800949942,104983,660,1
2024-02-19,DE,display,829.5701722958936,127142,800,1
2024-02-20,DE,display,1231.3877513729692,188725,1188,1
2024-02-21,DE,display,1315.2305907869998,201575,1268,1
2024-02-22,DE,display,721.2264663307888,110537,695,1
2024-02-23,DE,display,593.0481840857303,90892,572,1
2024-02-24,DE,display,510.1434284156348,78185,492,1
2024-02-25,DE,display,880.9927307075375,135023,849,1
2024-02-26,DE,display,484.3156608176244,74227,467,1
2024-02-27,DE,display,700.7307133254187,107395,676,1
2024-02-28,DE,display,784.4328590838184,120224,756,1
2024-02-29,DE,display,637.4420075682293,97696,615,1
2024-03-01,DE,display,744.4838224616292,114101,718,1
2024-03-02,DE,display,1353.3659689033732,207420,1305,1
2024-03-03,DE,display,647.7156622962058,99270,624,1
2024-03-04,DE,display,629.4966088431273,96478,607,1
2024-03-05,DE,display,999.3822201496207,153167,964,1
2024-03-06,DE,display,815.0840760047499,124921,786,1
2024-03-07,DE,display,1098.0795000600826,168294,1059,1
2024-03-08,DE,display,720.8665152765521,110481,695,1
2024-03-09,DE,display,615.6803098096325,94360,594,1
2024-03-10,DE,display,406.6921227117852,62330,392,1
2024-03-11,DE,display,451.83105047265855,69248,435,1
2024-03-12,DE,display,449.82056737524783,68940,433,1
2024-03-13,DE,display,847.6118567074565,129907,817,1
2024-03-14,DE,display,501.13431229694004,76805,483,1
2024-03-15,DE,display,978.384860714595,149949,943,1
2024-03-16,DE,display,665.6442626209022,102018,642,1
2024-03-17,DE,display,625.8602324034063,95920,603,1
2024-03-18,DE,display,561.4679094231616,86052,541,1
2024-03-19,DE,display,895.2265788093147,137204,863,1
2024-03-20,DE,display,608.470516699897,93255,587,1
2024-03-21,DE,display,556.9069480393072,85353,537,1
2024-03-22,DE,display,960.1403061785716,147153,926,1
2024-03-23,DE,display,728.9318726489357,111718,703,1
2024-03-24,DE,display,627.4846274946168,96169,605,1
2024-03-25,DE,display,851.0197002291279,130429,821,1
2024-03-26,DE,display,753.9645280473273,115554,727,1
2024-03-27,DE,display,848.4842568680048,130040,818,1
2024-03-28,DE,display,583.8164265243457,89477,563,1
2024-03-29,DE,display,1229.1191563568566,188378,1185,1
2024-03-30,DE,display,561.1525302627927,86003,541,1
2024-03-31,DE,display,1036.0637794962613,158789,999,1
2024-04-01,DE,display,674.4858954300016,103373,650,1
2024-04-02,DE,display,942.7787106111451,144492,909,1
2024-04-03,DE,display,936.1637689772898,143478,903,1
2024-04-04,DE,display,1011.7355478833324,155061,976,1
2024-04-05,DE,display,544.0095545847247,83376,524,1
2024-04-06,DE,display,891.9983312892059,136710,860,1
2024-04-07,DE,display,1123.8353914645872,172241,1084,1
2024-04-08,DE,display,661.4272551028504,101372,638,1
2024-04-09,DE,display,759.4254011415414,116391,732,1
2024-04-10,DE,display,658.2881730444437,100890,635,1
2024-04-11,DE,display,666.008116447137,102074,642,1
2024-04-12,DE,display,1111.5823636224493,170364,1072,1
2024-04-13,DE,display,498.24936376445606,76363,480,1
2024-04-14,DE,display,514.762764194057,78893,496,1
2024-04-15,DE,display,1116.424340709514,171106,1077,1
2024-04-16,DE,display,895.8007013003985,137292,864,1
2024-04-17,DE,display,1380.1003846882306,211517,1331,1
2024-04-18,DE,display,646.8931857816998,99144,624,1
2024-04-19,DE,display,713.1559831679053,109300,688,1
2024-04-20,DE,display,548.5600780249597,84073,529,1
2024-04-21,DE,display,697.5845603473091,106913,673,1
2024-04-22,DE,display,432.7183120848801,66319,417,1
2024-04-23,DE,display,911.0808785293378,139634,879,1
2024-04-24,DE,display,834.4564807726471,127891,805,1
2024-04-25,DE,display,722.1181025430881,110673,696,1
2024-04-26,DE,display,617.1051540824395,94579,595,1
2024-04-27,DE,display,513.7594876088583,78740,495,1
2024-04-28,DE,display,821.6044114728035,125921,792,1
2024-04-29,DE,display,512.3094546571638,78517,494,1
2024-04-30,DE,display,867.9857112002818,133029,837,1
2024-05-01,DE,display,1362.4696333617128,208815,1314,1
2024-05-02,DE,display,1112.37208177578,170485,1073,1
2024-05-03,DE,display,451.6491331665523,69220,435,1
2024-05-04,DE,display,567.9308637552357,87042,547,1
2024-05-05,DE,display,754.0853968031454,115573,727,1
2024-05-06,DE,display,697.2577237695583,106863,672,1
2024-05-07,DE,display,508.2689803268733,77898,490,1
2024-05-08,DE,display,849.0315225990532,130124,819,1
2024-05-09,DE,display,731.7941637117964,112156,706,1
2024-05-10,DE,display,1176.562773272289,180323,1135,1
2024-05-11,DE,display,614.8524453351429,94233,593,1
2024-05-12,DE,display,929.4010630849414,142442,896,1
2024-05-13,DE,display,498.7222308743092,76435,481,1
2024-05-14,DE,display,563.9704147410039,86435,544,1
2024-05-15,DE,display,932.8768485837069,142975,900,1
2024-05-16,DE,display,994.0113513947334,152344,959,1
2024-05-17,DE,display,526.510610876059,80694,507,1
2024-05-18,DE,display,664.4954449547378,101842,641,1
2024-05-19,DE,display,455.16374986106433,69759,439,1
2024-05-20,DE,display,675.9320077411721,103595,652,1
2024-05-21,DE,display,950.6849999832508,145704,917,1
2024-05-22,DE,display,674.8021039429706,103421,651,1
2024-05-23,DE,display,684.421728849427,104896,660,1
2024-05-24,DE,display,501.69819652691217,76891,484,1
2024-05-25,DE,display,550.4554319426896,84364,531,1
2024-05-26,DE,display,1096.3814761607584,168034,1057,1
2024-05-27,DE,display,725.7844077968327,111235,700,1
2024-05-28,DE,display,568.0436263569286,87059,548,1
2024-05-29,DE,display,697.8971220766069,106961,673,1
2024-05-30,DE,display,469.19772777761307,71910,452,1
2024-05-31,DE,display,518.208014727274,79421,499,1
2024-06-01,DE,display,966.0170425045748,148054,932,1
2024-06-02,DE,display,643.9392142059498,98691,621,1
2024-06-03,DE,display,1207.4168132000202,185051,1164,1
2024-06-04,DE,display,732.26831886405,112229,706,1
2024-06-05,DE,display,754.5592571050087,115645,728,1
2024-06-06,DE,display,878.0946347914663,134579,847,1
2024-06-07,DE,display,325.7130976305756,49919,314,1
2024-06-08,DE,display,699.0130140034389,107132,674,1
2024-06-09,DE,display,661.0194046603601,101309,637,1
2024-06-10,DE,display,1078.067032987242,165227,1040,1
2024-06-11,DE,display,985.3083400456862,151010,950,1
2024-06-12,DE,display,554.8923751806299,85044,535,1
2024-06-13,DE,display,1039.0922985234256,159254,1002,1
2024-06-14,DE,display,639.6322367547294,98031,617,1
2024-06-15,DE,display,512.3661192249501,78526,494,1
2024-06-16,DE,display,708.1729353545907,108536,683,1
2024-06-17,DE,display,671.8658028893826,102971,648,1
2024-06-18,DE,display,1157.033505046792,177330,1116,1
2024-06-19,DE,display,838.4726947052758,128506,808,1
2024-06-20,DE,display,777.3482947974677,119138,749,1
2024-06-21,DE,display,885.8278499835568,135764,854,1
2024-06-22,DE,display,896.3136455281679,137371,864,1
2024-06-23,DE,display,834.5635044448842,127907,805,1
2024-06-24,DE,display,1058.15680939403,162175,1020,1
2024-06-25,DE,display,891.8299478805388,136684,860,1
2024-06-26,DE,display,798.8316785464754,122431,770,1
2024-06-27,DE,display,1038.2295495931708,159121,1001,1
2024-06-28,DE,display,671.0814590350861,102851,647,1
2024-06-29,DE,display,666.2036296574165,102104,642,1
2024-06-30,DE,display,1085.2231895145421,166324,1047,1
2024-07-01,DE,display,1119.8755005788037,171635,1080,1
2024-07-02,DE,display,750.3615608213332,115002,723,1
2024-07-03,DE,display,671.2981711873921,102884,647,1
2024-07-04,DE,display,1105.4332162156716,169421,1066,1
2024-07-05,DE,display,861.3135334579849,132007,831,1
2024-07-06,DE,display,721.00718361725,110503,695,1
2024-07-07,DE,display,612.3935024472681,93857,590,1
2024-07-08,DE,display,780.3238954949563,119594,752,1
2024-07-09,DE,display,747.5237135928486,114567,721,1
2024-07-10,DE,display,632.8245161388422,96988,610,1
2024-07-11,DE,display,760.8497189221455,116609,734,1
2024-07-12,DE,display,741.4888920303138,113642,715,1
2024-07-13,DE,display,594.1760944494163,91065,573,1
2024-07-14,DE,display,863.1345645533914,132286,832,1
2024-07-15,DE,display,1020.1522011216214,156351,984,1
2024-07-16,DE,display,986.7490498399344,151231,952,1
2024-07-17,DE,display,705.4658046431185,108121,680,1
2024-07-18,DE,display,906.8109818451292,138980,874,1
2024-07-19,DE,display,703.5722974970763,107831,678,1
2024-07-20,DE,display,466.9758183390702,71569,450,1
2024-07-21,DE,display,809.0523614038771,123997,780,1
2024-07-22,DE,display,740.8149778098262,113539,714,1
2024-07-23,DE,display,1554.6999347398357,238277,1499,1
2024-07-24,DE,display,1146.2415939477141,175676,1105,1
2024-07-25,DE,display,895.5392509622714,137252,864,1
2024-07-26,DE,display,738.1220487545054,113126,712,1
2024-07-27,DE,display,690.9922312113407,105903,666,1
2024-07-28,DE,display,505.96443465876354,77545,488,1
2024-07-29,DE,display,436.99319306739187,66974,421,1
2024-07-30,DE,display,589.0598826721048,90280,568,1
2024-07-31,DE,display,752.083295579229,115266,725,1
2024-08-01,DE,display,496.510121403096,76096,479,1
2024-08-02,DE,display,721.1031593397147,110518,695,1
2024-08-03,DE,display,751.3003903480671,115146,724,1
2024-08-04,DE,display,769.7230973716009,117969,742,1
2024-08-05,DE,display,720.8292557348562,110476,695,1
2024-08-06,DE,display,833.8648910688081,127800,804,1
2024-08-07,DE,display,1506.8082920990164,230937,1453,1
2024-08-08,DE,display,1077.6688828265742,165166,1039,1
2024-08-09,DE,display,717.884067042307,110024,692,1
2024-08-10,DE,display,789.9738372218548,121073,762,1
2024-08-11,DE,display,811.1252955902465,124315,782,1
2024-08-12,DE,display,699.7039936411561,107238,675,1
2024-08-13,DE,display,739.769606517485,113379,713,1
2024-08-14,DE,display,1233.986707760163,189124,1190,1
2024-08-15,DE,display,796.0127799873413,121999,768,1
2024-08-16,DE,display,618.1167272447158,94734,596,1
2024-08-17,DE,display,795.5692625035,121931,767,1
2024-08-18,DE,display,845.0476381019953,129514,815,1
2024-08-19,DE,display,499.36021948567054,76533,481,1
2024-08-20,DE,display,907.1304594196909,139029,875,1
2024-08-21,DE,display,1185.7053264136114,181724,1143,1
2024-08-22,DE,display,1015.8684024755152,155694,980,1
2024-08-23,DE,display,1567.966662121598,240310,1512,1
2024-08-24,DE,display,1143.041376738463,175185,1102,1
2024-08-25,DE,display,1226.6618284322283,188001,1183,1
2024-08-26,DE,display,1900.1896251528574,291228,1833,1
2024-08-27,DE,display,1134.5359701450245,173881,1094,1
2024-08-28,DE,display,973.3253118086343,149174,939,1
2024-08-29,DE,display,1175.9153550166686,180223,1134,1
2024-08-30,DE,display,718.0980399924013,110057,692,1
2024-08-31,DE,display,829.8868595234688,127190,800,1
2024-09-01,DE,display,681.9705883193435,104520,657,1
2024-09-02,DE,display,969.8297852235661,148638,935,1
2024-09-03,DE,display,764.4531269839462,117162,737,1
2024-09-04,DE,display,767.1779076556392,117579,740,1
2024-09-05,DE,display,1005.1855082172743,154057,969,1
2024-09-06,DE,display,808.0574064703345,123845,779,1
2024-09-07,DE,display,469.3887377250204,71939,452,1
2024-09-08,DE,display,543.915733594411,83361,524,1
2024-09-09,DE,display,629.2006996942322,96432,607,1
2024-09-10,DE,display,716.560815636744,109822,691,1
2024-09-11,DE,display,1044.294941229981,160051,1007,1
2024-09-12,DE,display,951.8978645132527,145890,918,1
2024-09-13,DE,display,1131.6935777696228,173446,1091,1
2024-09-14,DE,display,994.1834218298135,152371,959,1
2024-09-15,DE,display,1103.7658357881007,169166,1064,1
2024-09-16,DE,display,1028.6842469196524,157658,992,1
2024-09-17,DE,display,973.0208034537735,149127,938,1
2024-09-18,DE,display,1265.0629906310462,193886,1220,1
2024-09-19,DE,display,1158.1630465695127,177503,1117,1
2024-09-20,DE,display,933.0875279914667,143007,900,1
2024-09-21,DE,display,1149.4482596991302,176167,1109,1
2024-09-22,DE,display,423.913558694135,64970,408,1
2024-09-23,DE,display,799.7948138405205,122578,771,1
2024-09-24,DE,display,842.2475098715581,129085,812,1
2024-09-25,DE,display,1284.095569739644,196803,1238,1
2024-09-26,DE,display,1390.1201563790744,213053,1341,1
2024-09-27,DE,display,559.555144584981,85758,539,1
2024-09-28,DE,display,1195.4333289158924,183215,1153,1
2024-09-29,DE,display,588.9525494828113,90264,568,1
2024-09-30,DE,display,630.2676888482129,96596,608,1
2024-10-01,DE,display,859.2803696657296,131695,829,1
2024-10-02,DE,display,850.6160867247878,130367,820,1
2024-10-03,DE,display,578.7079975620452,88694,558,1
2024-10-04,DE,display,1007.4303295371897,154401,971,1
2024-10-05,DE,display,973.9596611587477,149271,939,1
2024-10-06,DE,display,1098.2594838842983,168322,1059,1
2024-10-07,DE,display,768.4053616053064,117767,741,1
2024-10-08,DE,display,907.4260688179412,139074,875,1
2024-10-09,DE,display,921.9943549038035,141307,889,1
2024-10-10,DE,display,1436.2539656768447,220124,1385,1
2024-10-11,DE,display,379.7844169404282,58206,366,1
2024-10-12,DE,display,615.9666303130006,94404,594,1
2024-10-13,DE,display,818.8506472437132,125499,790,1
2024-10-14,DE,display,640.1645387154891,98113,617,1
2024-10-15,DE,display,853.5170820132466,130812,823,1
2024-10-16,DE,display,735.7620009192729,112764,709,1
2024-10-17,DE,display,610.4228400713714,93555,588,1
2024-10-18,DE,display,700.9192918966686,107424,676,1
2024-10-19,DE,display,786.9527017950159,120610,759,1
2024-10-20,DE,display,627.249763365977,96133,605,1
2024-10-21,DE,display,626.368913728031,95998,604,1
2024-10-22,DE,display,717.9717484684804,110038,692,1
2024-10-23,DE,display,760.6137485370551,116573,733,1
2024-10-24,DE,display,450.7958289815951,69090,434,1
2024-10-25,DE,display,783.3476111560318,120057,755,1
2024-10-26,DE,display,581.7297572211015,89157,561,1
2024-10-27,DE,display,954.0625482915199,146222,920,1
2024-10-28,DE,display,839.0992669535777,128602,809,1
2024-10-29,DE,display,1043.6328085019873,159949,1006,1
2024-10-30,DE,display,574.2855727263188,88016,554,1
2024-10-31,DE,display,661.3715259244674,101363,638,1
2024-11-01,DE,display,486.11881619805706,74503,469,1
2024-11-02,DE,display,541.7652616112312,83032,522,1
2024-11-03,DE,display,951.5468575095977,145836,918,1
2024-11-04,DE,display,1078.5053257265122,165294,1040,1
2024-11-05,DE,display,545.3168897964593,83576,526,1
2024-11-06,DE,display,670.410426145041,102748,646,1
2024-11-07,DE,display,718.3588388569659,110097,693,1
2024-11-08,DE,display,811.0348525605642,124301,782,1
2024-11-09,DE,display,403.2430474946737,61802,389,1
2024-11-10,DE,display,427.80153714059225,65565,412,1
2024-11-11,DE,display,815.604341996319,125001,786,1
2024-11-12,DE,display,435.7695715856341,66787,420,1
2024-11-13,DE,display,672.5689099694658,103079,648,1
2024-11-14,DE,display,767.9231893908783,117693,740,1
2024-11-15,DE,display,773.3470553824093,118525,746,1
2024-11-16,DE,display,634.3528102587378,97222,612,1
2024-11-17,DE,display,604.9147453144542,92710,583,1
2024-11-18,DE,display,900.8275878013312,138063,869,1
2024-11-19,DE,display,814.6039602431949,124848,785,1
2024-11-20,DE,display,635.9011928742706,97459,613,1
2024-11-21,DE,display,741.6418309459567,113665,715,1
2024-11-22,DE,display,766.3421757454155,117451,739,1
2024-11-23,DE,display,1067.8395531213812,163659,1030,1
2024-11-24,DE,display,835.1990166294966,128004,805,1
2024-11-25,DE,display,999.155039950352,153133,964,1
2024-11-26,DE,display,633.8892955137725,97151,611,1
2024-11-27,DE,display,658.1524783860502,100870,634,1
2024-11-28,DE,display,687.0435006546089,105298,662,1
2024-11-29,DE,display,661.2560333064674,101345,637,1
2024-11-30,DE,display,497.72084183233835,76282,480,1
2024-12-01,DE,display,955.2382903380764,146402,921,1
2024-12-02,DE,display,910.6626311795033,139570,878,1
2024-12-03,DE,display,690.3885784390161,105810,666,1
2024-12-04,DE,display,912.2251458216471,139810,880,1
2024-12-05,DE,display,781.10983486104,119714,753,1
2024-12-06,DE,display,842.0953776477788,129061,812,1
2024-12-07,DE,display,452.994667948655,69427,437,1
2024-12-08,DE,display,643.36634932195,98604,620,1
2024-12-09,DE,display,699.6521299268042,107230,675,1
2024-12-10,DE,display,895.5734015826974,137257,864,1
2024-12-11,DE,display,639.217850240583,97968,616,1
2024-12-12,DE,display,364.42596071024917,55852,351,1
2024-12-13,DE,display,508.50015857203493,77934,490,1
2024-12-14,DE,display,648.8443863595728,99443,626,1
2024-12-15,DE,display,682.2437479928789,104562,658,1
2024-12-16,DE,display,1139.4301140268253,174632,1099,1
2024-12-17,DE,display,885.3768740847366,135695,854,1
2024-12-18,DE,display,779.7991031819791,119514,752,1
2024-12-19,DE,display,727.2239307811624,111456,701,1
2024-12-20,DE,display,937.7775761895789,143726,904,1
2024-12-21,DE,display,559.5066553548053,85751,539,1
2024-12-22,DE,display,644.3357569920794,98752,621,1
2024-12-23,DE,display,524.1834761960234,80337,505,1
2024-12-24,DE,display,1118.9411228160272,171491,1079,1
2024-12-25,DE,display,850.7408436659773,130386,820,1
2024-12-26,DE,display,601.9639050089916,92258,580,1
2024-12-27,DE,display,666.6692496846229,102175,643,1
2024-12-28,DE,display,761.2703592502036,116674,734,1
2024-12-29,DE,display,624.7166063316232,95745,602,1
2024-12-30,DE,display,612.2754530923658,93838,590,1
2024-12-31,DE,display,626.186196470059,95970,604,1
2024-01-01,DE,affiliate,1004.5666629252057,84291,1118,1
2024-01-02,DE,affiliate,988.1554044817597,82914,1099,1
2024-01-03,DE,affiliate,962.8373069107364,80789,1071,1
2024-01-04,DE,affiliate,1072.4466869812327,89986,1193,1
2024-01-05,DE,affiliate,1173.2350646224636,98443,1305,1
2024-01-06,DE,affiliate,1110.3858254844965,93170,1235,1
2024-01-07,DE,affiliate,1081.388925145947,90737,1203,1
2024-01-08,DE,affiliate,918.9066201345538,77103,1022,1
2024-01-09,DE,affiliate,886.9805073717753,74424,987,1
2024-01-10,DE,affiliate,786.5447445173808,65997,875,1
2024-01-11,DE,affiliate,859.1627157838434,72090,956,1
2024-01-12,DE,affiliate,956.7877860956492,80282,1064,1
2024-01-13,DE,affiliate,732.0613912198859,61425,814,1
2024-01-14,DE,affiliate,951.5893192527915,79846,1059,1
2024-01-15,DE,affiliate,750.1283424041374,62941,834,1
2024-01-16,DE,affiliate,652.9527780716085,54788,726,1
2024-01-17,DE,affiliate,1325.2808854456923,111201,1475,1
2024-01-18,DE,affiliate,888.2081014876276,74527,988,1
2024-01-19,DE,affiliate,752.7326875842999,63160,837,1
2024-01-20,DE,affiliate,671.6566636216271,56357,747,1
2024-01-21,DE,affiliate,1042.8239286655971,87501,1160,1
2024-01-22,DE,affiliate,1444.540192639217,121208,1607,1
2024-01-23,DE,affiliate,928.6406583025546,77920,1033,1
2024-01-24,DE,affiliate,991.8662268460073,83225,1104,1
2024-01-25,DE,affiliate,1369.3604238757525,114900,1524,1
2024-01-26,DE,affiliate,573.1542019654983,48092,637,1
2024-01-27,DE,affiliate,1582.4787286388578,132782,1761,1
2024-01-28,DE,affiliate,1836.442655845525,154092,2044,1
2024-01-29,DE,affiliate,460.72331418983686,38658,512,1
2024-01-30,DE,affiliate,1011.5930415650016,84880,1125,1
2024-01-31,DE,affiliate,861.4705081169867,72284,958,1
2024-02-01,DE,affiliate,941.9065397090835,79033,1048,1
2024-02-02,DE,affiliate,846.3489725154952,71015,942,1
2024-02-03,DE,affiliate,1145.179920977068,96089,1274,1
2024-02-04,DE,affiliate,897.59411778188,75315,999,1
2024-02-05,DE,affiliate,761.6736361580919,63910,847,1
2024-02-06,DE,affiliate,990.6593138608699,83124,1102,1
2024-02-07,DE,affiliate,1216.9287887069179,102110,1354,1
2024-02-08,DE,affiliate,728.2177997891126,61103,810,1
2024-02-09,DE,affiliate,600.1227143356857,50355,667,1
2024-02-10,DE,affiliate,1593.9850438515139,133748,1774,1
2024-02-11,DE,affiliate,773.834545400623,64931,861,1
2024-02-12,DE,affiliate,945.8777653255411,79366,1052,1
2024-02-13,DE,affiliate,930.0141737243114,78035,1035,1
2024-02-14,DE,affiliate,1228.329688032301,103066,1367,1
2024-02-15,DE,affiliate,1666.40406482134,139824,1854,1
2024-02-16,DE,affiliate,1119.302572039479,93918,1245,1
2024-02-17,DE,affiliate,596.3825067067744,50041,663,1
2024-02-18,DE,affiliate,628.7181071183006,52754,699,1
2024-02-19,DE,affiliate,879.067817584326,73760,978,1
2024-02-20,DE,affiliate,964.3721273619877,80918,1073,1
2024-02-21,DE,affiliate,650.5379497818916,54585,724,1
2024-02-22,DE,affiliate,1275.9644568840463,107063,1420,1
2024-02-23,DE,affiliate,701.9834546697672,58902,781,1
2024-02-24,DE,affiliate,1385.9608459690533,116293,1542,1
2024-02-25,DE,affiliate,1542.2762409168986,129409,1716,1
2024-02-26,DE,affiliate,916.9575654477043,76940,1020,1
2024-02-27,DE,affiliate,1175.554087836711,98638,1308,1
2024-02-28,DE,affiliate,746.205304125356,62612,830,1
2024-02-29,DE,affiliate,1207.9397750676867,101355,1344,1
2024-03-01,DE,affiliate,827.646153787453,69446,921,1
2024-03-02,DE,affiliate,672.9012597070011,56461,748,1
2024-03-03,DE,affiliate,854.249886998496,71678,950,1
2024-03-04,DE,affiliate,862.7825958108547,72394,960,1
2024-03-05,DE,affiliate,949.122532137408,79639,1056,1
2024-03-06,DE,affiliate,1374.5151969829042,115332,1529,1
2024-03-07,DE,affiliate,814.1592818621053,68314,906,1
2024-03-08,DE,affiliate,1546.7110171848556,129781,1721,1
2024-03-09,DE,affiliate,629.5515843622882,52824,700,1
